CustomerID,TotalAmount,OrderCount,Quantity,AvgOrderValue
13284.0,201.19,1,91,201.19
13285.0,2709.12,4,2051,677.28
13291.0,361.11,1,233,361.11
13292.0,578.9399999999999,2,347,289.46999999999997
13294.0,873.74,2,453,436.87
13295.0,201.20000000000002,1,82,201.20000000000002
13296.0,87.4,1,78,87.4
13297.0,2089.85,4,963,522.4625
13298.0,360.0,1,96,360.0
13299.0,142.5,1,30,142.5
13300.0,371.89,1,203,371.89
13301.0,618.09,4,345,154.5225
13302.0,63.75,1,5,63.75
13304.0,300.42,1,238,300.42
13305.0,2000.86,10,1232,200.08599999999998
13307.0,15.0,1,4,15.0
13308.0,1385.51,3,843,461.83666666666664
13309.0,1456.79,5,1544,291.358
13310.0,1132.03,3,587,377.3433333333333
13311.0,598.57,2,305,299.285
13313.0,1555.32,5,851,311.06399999999996
13314.0,775.94,3,560,258.6466666666667
13316.0,5977.7300000000005,4,6948,1494.4325000000001
13317.0,2273.68,6,1035,378.94666666666666
13318.0,640.76,3,304,213.58666666666667
13319.0,10845.550000000001,26,4724,417.1365384615385
13320.0,1548.7,4,1096,387.175
13321.0,567.36,2,372,283.68
13322.0,199.48000000000002,1,117,199.48000000000002
13323.0,787.85,5,175,157.57
13324.0,7121.95,10,5205,712.1949999999999
13325.0,675.3,1,240,675.3
13327.0,3627.77,8,1600,453.47125
13328.0,1308.48,1,680,1308.48
13329.0,789.0,2,463,394.5
13330.0,1140.93,3,751,380.31
13332.0,350.9,1,179,350.9
13334.0,3536.82,3,1774,1178.94
13336.0,795.12,1,559,795.12
13338.0,487.02,1,256,487.02
13339.0,860.12,1,326,860.12
13340.0,10736.48,7,5770,1533.782857142857
13341.0,775.85,1,301,775.85
13343.0,353.43,1,135,353.43
13344.0,2543.72,3,971,847.9066666666666
13345.0,389.5,1,141,389.5
13347.0,341.36,1,205,341.36
13348.0,233.76,1,136,233.76
13349.0,247.32,1,225,247.32
13350.0,979.12,2,287,489.56
13351.0,373.94,1,117,373.94
13352.0,397.97999999999996,1,321,397.97999999999996
13354.0,743.53,1,604,743.53
13355.0,674.7,1,314,674.7
13356.0,768.24,1,325,768.24
13357.0,609.95,1,322,609.95
13358.0,439.03,1,285,439.03
13359.0,439.56,1,161,439.56
13362.0,3090.7400000000002,4,1382,772.6850000000001
13363.0,992.5,2,710,496.25
13364.0,134.95999999999998,1,71,134.95999999999998
13365.0,2225.37,2,1247,1112.685
13366.0,56.160000000000004,1,144,56.160000000000004
13368.0,623.4,2,327,311.7
13369.0,308.28000000000003,1,149,308.28000000000003
13370.0,754.87,1,343,754.87
13372.0,378.64,1,159,378.64
13373.0,3312.25,3,1651,1104.0833333333333
13375.0,778.65,1,442,778.65
13376.0,1019.76,3,493,339.92
13379.0,572.56,3,601,190.85333333333332
13381.0,3639.31,6,2029,606.5516666666666
13382.0,222.99,1,131,222.99
13384.0,4151.93,7,2422,593.1328571428572
13385.0,534.57,1,281,534.57
13388.0,677.1,2,282,338.55
13389.0,797.96,3,429,265.9866666666667
13390.0,544.08,1,224,544.08
13391.0,59.8,1,4,59.8
13394.0,2520.02,8,2392,315.0025
13395.0,307.72,1,336,307.72
13396.0,1360.99,2,600,680.495
13397.0,1544.13,5,430,308.826
13398.0,457.34,1,281,457.34
13402.0,621.23,2,479,310.615
13403.0,75.0,1,44,75.0
13404.0,252.49,2,111,126.245
13405.0,572.451,3,165,190.817
13408.0,28117.04,62,16232,453.5006451612903
13410.0,1003.06,5,518,200.612
13411.0,213.55,1,72,213.55
13414.0,1390.5,3,1574,463.5
13416.0,712.5,2,142,356.25
13417.0,640.83,2,162,320.415
13418.0,6127.43,18,3918,340.4127777777778
13419.0,221.06,1,275,221.06
13420.0,159.85,2,101,79.925
13421.0,1851.08,2,1181,925.54
13422.0,2626.3,1,1326,2626.3
13425.0,1624.21,3,1123,541.4033333333333
13426.0,3641.32,10,2245,364.132
13427.0,582.6,3,545,194.20000000000002
13428.0,218.47,1,156,218.47
13429.0,1006.8,4,1390,251.7
13430.0,679.45,2,751,339.725
13431.0,1269.1,2,672,634.55
13434.0,534.24,2,300,267.12
13435.0,3809.8900000000003,7,2129,544.2700000000001
13436.0,196.89,1,76,196.89
13437.0,3408.06,7,1283,486.86571428571426
13439.0,283.71,1,242,283.71
13441.0,296.64,1,204,296.64
13447.0,1129.14,3,584,376.38000000000005
13448.0,3539.37,6,1660,589.895
13449.0,291.88,1,222,291.88
13450.0,2043.7199999999998,6,1982,340.61999999999995
13451.0,2976.15,5,2149,595.23
13452.0,590.0,2,2,295.0
13453.0,356.97999999999996,2,134,178.48999999999998
13455.0,1058.34,2,354,529.17
13456.0,1766.72,6,765,294.4533333333333
13458.0,9646.57,14,5508,689.0407142857142
13460.0,183.44,2,286,91.72
13461.0,1445.0,3,1170,481.6666666666667
13462.0,151.5,1,62,151.5
13464.0,674.68,1,403,674.68
13466.0,307.9,1,259,307.9
13467.0,1083.71,2,584,541.855
13468.0,5704.97,37,2589,154.1883783783784
13470.0,165.0,2,100,82.5
13471.0,2531.58,4,1590,632.895
13473.0,422.64,2,266,211.32
13474.0,229.59,1,132,229.59
13475.0,1431.78,4,1012,357.945
13476.0,1238.47,2,417,619.235
13477.0,1454.58,6,1021,242.42999999999998
13479.0,300.95,2,134,150.475
13481.0,1804.56,5,1142,360.912
13482.0,184.64,1,116,184.64
13483.0,140.34,1,160,140.34
13484.0,313.8,1,44,313.8
13485.0,454.24,1,277,454.24
13486.0,1122.41,3,669,374.1366666666667
13487.0,575.4,3,265,191.79999999999998
13488.0,8968.31,13,4518,689.87
13489.0,449.52,4,560,112.38
13491.0,1215.82,10,903,121.582
13492.0,1269.84,3,408,423.28
13493.0,618.63,2,380,309.315
13494.0,316.26000000000005,1,162,316.26000000000005
13495.0,2044.8700000000001,5,829,408.97400000000005
13496.0,653.33,2,341,326.665
13497.0,348.05,2,163,174.025
13499.0,1159.11,5,1365,231.82199999999997
13500.0,1166.77,3,609,388.92333333333335
13501.0,1340.32,1,560,1340.32
13502.0,292.0,3,264,97.33333333333333
13503.0,216.85,1,248,216.85
13504.0,295.93,1,178,295.93
13505.0,4393.63,4,2486,1098.4075
13506.0,458.52,2,324,229.26
13507.0,2479.16,4,1597,619.79
13508.0,110.97,1,24,110.97
13509.0,979.72,7,1106,139.96
13510.0,1791.56,4,1386,447.89
13512.0,251.21,1,143,251.21
13513.0,205.1,1,109,205.1
13514.0,152.20000000000002,1,40,152.20000000000002
13515.0,891.12,4,681,222.78
13516.0,1389.41,3,985,463.1366666666667
13517.0,2128.42,3,1369,709.4733333333334
13518.0,659.4399999999999,1,392,659.4399999999999
13519.0,122.75,1,23,122.75
13520.0,3624.35,6,1649,604.0583333333333
13521.0,1093.65,3,736,364.55
13522.0,125.80000000000001,1,44,125.80000000000001
13523.0,3964.88,5,1752,792.976
13524.0,680.1800000000001,5,324,136.036
13525.0,628.78,2,394,314.39
13527.0,2287.51,7,1692,326.7871428571429
13529.0,307.76,2,74,153.88
13531.0,483.8,2,174,241.9
13532.0,210.31,1,129,210.31
13533.0,270.79,3,204,90.26333333333334
13534.0,5870.08,25,2961,234.8032
13536.0,3448.29,7,2136,492.61285714285714
13538.0,1280.85,7,175,182.97857142857143
13539.0,631.34,3,320,210.4466666666667
13544.0,291.41,2,127,145.705
13546.0,626.99,3,359,208.99666666666667
13548.0,682.41,2,441,341.205
13549.0,918.2,7,458,131.17142857142858
13551.0,91.80000000000001,1,12,91.80000000000001
13552.0,3740.07,12,1417,311.6725
13555.0,4149.28,4,2660,1037.32
13557.0,584.06,2,546,292.03
13558.0,605.06,4,344,151.265
13560.0,174.37,1,64,174.37
13561.0,141.85999999999999,1,83,141.85999999999999
13562.0,1799.33,3,757,599.7766666666666
13563.0,777.53,2,209,388.765
13564.0,1749.02,3,661,583.0066666666667
13565.0,240.22,2,172,120.11
13566.0,874.71,2,575,437.355
13568.0,192.85,1,70,192.85
13569.0,373.75,2,164,186.875
13570.0,239.49,1,161,239.49
13571.0,2092.32,12,1759,174.36
13572.0,1384.25,1,534,1384.25
13573.0,294.4,2,303,147.2
13575.0,732.0699999999999,5,449,146.414
13576.0,6717.34,18,2646,373.18555555555554
13577.0,1687.6000000000001,4,791,421.90000000000003
13579.0,467.04,2,176,233.52
13581.0,118.0,1,30,118.0
13583.0,781.03,1,725,781.03
13584.0,142.4,1,37,142.4
13587.0,712.4,1,180,712.4
13588.0,2478.95,9,2606,275.43888888888887
13589.0,379.65,2,114,189.825
13590.0,1981.92,6,1848,330.32
13591.0,1117.13,3,485,372.3766666666667
13592.0,247.95999999999998,4,84,61.989999999999995
13593.0,2037.0800000000002,5,731,407.41600000000005
13594.0,396.97,1,359,396.97
13596.0,697.04,2,406,348.52
13598.0,180.17000000000002,1,58,180.17000000000002
13599.0,5153.67,21,3294,245.41285714285715
13600.0,219.52,1,324,219.52
13601.0,693.32,2,548,346.66
13602.0,428.89,1,267,428.89
13603.0,164.34,1,164,164.34
13606.0,280.53999999999996,3,279,93.51333333333332
13607.0,678.01,1,290,678.01
13610.0,1131.88,7,516,161.69714285714286
13611.0,1171.8,3,766,390.59999999999997
13614.0,1610.46,4,570,402.615
13615.0,417.69,1,189,417.69
13617.0,544.18,3,300,181.39333333333332
13618.0,177.34,1,246,177.34
13621.0,213.85,1,343,213.85
13623.0,747.78,5,294,149.55599999999998
13626.0,257.23,1,209,257.23
13627.0,1638.47,5,1269,327.694
13629.0,7792.36,11,4372,708.3963636363636
13630.0,2031.78,7,1391,290.2542857142857
13631.0,3070.42,11,467,279.1290909090909
13632.0,2121.27,5,1037,424.254
13634.0,1575.16,5,704,315.03200000000004
13635.0,1071.03,1,677,1071.03
13636.0,949.12,5,592,189.824
13637.0,810.5,3,409,270.1666666666667
13638.0,122.64,1,93,122.64
13639.0,1033.34,1,800,1033.34
13642.0,354.8,1,173,354.8
13643.0,519.44,3,273,173.14666666666668
13644.0,2624.26,4,2067,656.065
13645.0,252.1,1,158,252.1
13647.0,1678.1200000000001,4,895,419.53000000000003
13649.0,346.6,2,139,173.3
13650.0,1836.34,6,922,306.0566666666667
13651.0,94.2,2,33,47.1
13652.0,1095.08,3,578,365.02666666666664
13654.0,2707.33,6,2182,451.22166666666664
13655.0,932.97,2,605,466.485
13656.0,379.65,2,490,189.825
13657.0,382.14,2,209,191.07
13658.0,2639.17,5,1019,527.8340000000001
13659.0,1573.2,2,894,786.6
13662.0,897.76,3,543,299.25333333333333
13663.0,189.47,1,91,189.47
13666.0,84.65,3,41,28.21666666666667
13667.0,305.02,1,154,305.02
13668.0,6363.59,21,3742,303.02809523809526
13669.0,218.55,2,237,109.275
13670.0,349.7,1,282,349.7
13672.0,186.39000000000001,2,57,93.19500000000001
13673.0,396.92,2,119,198.46
13675.0,486.82000000000005,2,330,243.41000000000003
13678.0,232.6,1,924,232.6
13680.0,3722.42,4,1936,930.605
13681.0,827.83,4,360,206.9575
13682.0,59.5,1,10,59.5
13684.0,67.23,1,39,67.23
13685.0,3119.44,7,5056,445.63428571428574
13686.0,72.0,1,70,72.0
13689.0,910.0,1,512,910.0
13690.0,172.25,1,67,172.25
13692.0,1488.32,3,1226,496.1066666666666
13694.0,65039.62,50,63312,1300.7924
13695.0,2504.13,15,1603,166.942
13697.0,151.29999999999998,1,177,151.29999999999998
13699.0,308.58000000000004,1,66,308.58000000000004
13700.0,2265.12,10,2304,226.512
13703.0,99.5,1,10,99.5
13704.0,2308.06,9,1531,256.4511111111111
13705.0,711.86,3,363,237.28666666666666
13706.0,330.79,1,189,330.79
13707.0,806.41,2,351,403.205
13708.0,296.88,1,306,296.88
13709.0,6328.05,13,3516,486.7730769230769
13710.0,180.48,1,176,180.48
13711.0,252.06,2,140,126.03
13712.0,228.84,1,352,228.84
13715.0,1079.34,5,563,215.868
13716.0,138.28,1,138,138.28
13717.0,1445.01,6,1959,240.835
13718.0,306.55,2,173,153.275
13719.0,1041.68,5,609,208.336
13720.0,799.9,4,501,199.975
13721.0,524.14,1,316,524.14
13722.0,2375.41,3,1401,791.8033333333333
13723.0,199.85000000000002,1,43,199.85000000000002
13725.0,1980.56,8,806,247.57
13726.0,1079.6599999999999,2,1054,539.8299999999999
13727.0,333.48,2,162,166.74
13728.0,1016.14,6,458,169.35666666666665
13730.0,752.6,2,488,376.3
13731.0,610.59,2,278,305.295
13732.0,491.86,1,498,491.86
13735.0,2885.2400000000002,4,1130,721.3100000000001
13736.0,731.9,2,497,365.95
13737.0,339.59999999999997,1,125,339.59999999999997
13739.0,216.9,1,54,216.9
13740.0,350.75,1,425,350.75
13741.0,668.4300000000001,3,218,222.81000000000003
13742.0,3131.02,12,1124,260.91833333333335
13743.0,1341.6,7,1776,191.65714285714284
13744.0,1156.36,2,1249,578.18
13745.0,300.04,1,496,300.04
13747.0,79.6,1,8,79.6
13748.0,948.25,5,439,189.65
13750.0,1647.26,5,516,329.452
13751.0,296.25,1,152,296.25
13752.0,1186.28,6,876,197.71333333333334
13753.0,741.26,1,512,741.26
13754.0,282.59999999999997,2,214,141.29999999999998
13755.0,2161.35,9,1264,240.14999999999998
13756.0,5189.52,14,3188,370.68
13758.0,3190.55,7,1844,455.79285714285714
13759.0,659.4100000000001,2,287,329.70500000000004
13760.0,286.79,2,197,143.395
13761.0,1070.65,2,642,535.325
13762.0,306.72,1,272,306.72
13763.0,1714.96,1,728,1714.96
13764.0,1521.76,3,932,507.25333333333333
13767.0,17220.36,37,7322,465.41513513513513
13769.0,2796.51,10,1163,279.651
13771.0,2634.45,4,1477,658.6125
13772.0,1132.13,3,546,377.3766666666667
13774.0,345.0,1,192,345.0
13777.0,25977.16,33,12897,787.1866666666666
13778.0,178.7,1,70,178.7
13780.0,360.01,2,318,180.005
13781.0,127.84,1,30,127.84
13782.0,912.0,6,371,152.0
13784.0,2462.79,11,2493,223.89
13786.0,230.39999999999998,1,136,230.39999999999998
13787.0,309.04,2,337,154.52
13790.0,348.8,1,748,348.8
13791.0,1516.0,2,1200,758.0
13792.0,195.55,2,92,97.775
13798.0,37153.85,57,23948,651.8219298245614
13799.0,688.86,2,402,344.43
13800.0,558.32,1,331,558.32
13801.0,324.8,1,168,324.8
13802.0,4599.42,3,2572,1533.14
13803.0,277.07,1,121,277.07
13804.0,2635.79,7,1498,376.5414285714286
13805.0,924.6,2,1900,462.3
13806.0,256.38,1,56,256.38
13807.0,112.6,1,36,112.6
13808.0,1747.66,5,782,349.53200000000004
13809.0,155.05,1,29,155.05
13810.0,1499.01,3,312,499.67
13811.0,814.5,3,68,271.5
13812.0,539.0,3,333,179.66666666666666
13813.0,1366.8600000000001,4,552,341.71500000000003
13814.0,1579.12,2,864,789.56
13815.0,4027.36,4,2560,1006.84
13816.0,571.6700000000001,2,269,285.83500000000004
13817.0,382.98,2,211,191.49
13819.0,1140.35,3,1109,380.1166666666666
13821.0,385.64,2,153,192.82
13822.0,632.0,2,611,316.0
13823.0,957.66,2,439,478.83
13824.0,1698.94,5,768,339.788
13826.0,189.5,1,82,189.5
13827.0,412.05,3,141,137.35
13828.0,209.49,1,311,209.49
13831.0,2202.99,6,745,367.16499999999996
13832.0,52.199999999999996,1,28,52.199999999999996
13833.0,384.8,1,118,384.8
13835.0,834.57,4,442,208.6425
13837.0,271.24,2,183,135.62
13838.0,691.73,4,263,172.9325
13841.0,85.0,1,100,85.0
13842.0,3385.62,9,1768,376.18
13844.0,361.62,1,196,361.62
13845.0,312.98,1,182,312.98
13846.0,865.0600000000001,3,388,288.35333333333335
13848.0,1255.0,3,3700,418.3333333333333
13849.0,1537.95,2,1016,768.975
13850.0,1595.48,1,944,1595.48
13851.0,2651.46,3,1705,883.82
13853.0,1090.14,1,312,1090.14
13854.0,8109.5199999999995,25,2296,324.38079999999997
13856.0,388.5,3,494,129.5
13858.0,216.17,1,75,216.17
13859.0,201.16,1,129,201.16
13860.0,1245.9,5,591,249.18
13862.0,2209.36,8,1688,276.17
13863.0,305.78,1,224,305.78
13865.0,501.56,4,204,125.39
13866.0,145.67000000000002,1,57,145.67000000000002
13867.0,1015.29,3,513,338.43
13868.0,3192.54,2,1964,1596.27
13869.0,3104.95,4,1721,776.2375
13870.0,2770.94,8,1325,346.3675
13871.0,6403.25,13,2806,492.5576923076923
13873.0,389.6,3,140,129.86666666666667
13874.0,540.45,1,180,540.45
13875.0,1786.79,5,1316,357.358
13876.0,122.7,1,36,122.7
13877.0,117.24,1,108,117.24
13878.0,1281.53,1,475,1281.53
13880.0,3219.77,13,1842,247.67461538461538
13881.0,17159.52,20,10118,857.976
13882.0,1191.13,5,953,238.22600000000003
13883.0,2674.48,5,1436,534.896
13884.0,787.6,5,300,157.52
13885.0,506.8,2,182,253.4
13886.0,243.56,1,126,243.56
13887.0,349.55,1,147,349.55
13888.0,605.63,2,258,302.815
13889.0,416.90000000000003,1,146,416.90000000000003
13890.0,1883.8100000000002,10,831,188.38100000000003
13892.0,632.97,4,983,158.2425
13893.0,821.1,1,190,821.1
13894.0,564.62,3,354,188.20666666666668
13895.0,2593.07,4,1365,648.2675
13897.0,311.16,1,200,311.16
13898.0,155.93,1,133,155.93
13899.0,388.52,2,156,194.26
13900.0,740.95,3,430,246.98333333333335
13901.0,2867.2,5,1739,573.4399999999999
13904.0,332.64,2,332,166.32
13908.0,2369.55,4,1478,592.3875
13911.0,2580.91,9,2731,286.7677777777778
13914.0,626.45,2,380,313.225
13917.0,272.04,2,228,136.02
13918.0,1212.8400000000001,2,1140,606.4200000000001
13919.0,384.81,2,474,192.405
13922.0,172.25,1,93,172.25
13923.0,351.13,1,185,351.13
13924.0,1838.8500000000001,6,1575,306.475
13925.0,678.25,4,331,169.5625
13926.0,223.85000000000002,1,104,223.85000000000002
13927.0,348.99,1,214,348.99
13928.0,464.57,4,129,116.1425
13929.0,842.65,2,143,421.325
13930.0,337.34,2,274,168.67
13931.0,1237.53,2,725,618.765
13932.0,307.4,1,72,307.4
13933.0,608.7900000000001,2,205,304.39500000000004
13934.0,922.1,1,390,922.1
13936.0,376.58,1,330,376.58
13937.0,158.85,1,123,158.85
13938.0,71.66,1,70,71.66
13939.0,568.55,3,847,189.51666666666665
13940.0,839.14,4,516,209.785
13941.0,5112.96,5,2364,1022.592
13946.0,561.5699999999999,3,443,187.18999999999997
13947.0,90.6,1,44,90.6
13948.0,102.0,1,40,102.0
13949.0,2427.32,6,2474,404.55333333333334
13950.0,745.06,4,323,186.265
13951.0,674.45,3,459,224.8166666666667
13952.0,3251.071,2,1431,1625.5355
13953.0,3515.68,7,2724,502.23999999999995
13954.0,439.92,2,150,219.96
13955.0,322.96,2,154,161.48
13956.0,1026.42,5,491,205.28400000000002
13959.0,598.2,3,357,199.4
13960.0,230.22,2,142,115.11
13962.0,169.55,2,87,84.775
13963.0,664.54,4,460,166.135
13967.0,80.7,1,42,80.7
13969.0,9053.94,18,4542,502.99666666666667
13971.0,2758.26,8,1844,344.7825
13972.0,190.25,2,187,95.125
13973.0,264.7,1,109,264.7
13974.0,413.59000000000003,1,249,413.59000000000003
13975.0,2526.28,6,1732,421.0466666666667
13976.0,357.98,1,154,357.98
13978.0,196.79000000000002,2,315,98.39500000000001
13979.0,869.87,1,639,869.87
13980.0,200.14,1,172,200.14
13982.0,1871.81,4,1136,467.9525
13983.0,2603.43,12,1183,216.9525
13984.0,920.51,5,679,184.102
13985.0,7060.13,15,3445,470.67533333333336
13986.0,320.46,1,430,320.46
13988.0,4147.96,6,3044,691.3266666666667
13989.0,1266.08,2,1313,633.04
13990.0,311.3,1,190,311.3
13991.0,855.97,6,998,142.66166666666666
13992.0,76.8,1,64,76.8
13993.0,3466.36,9,900,385.1511111111111
13994.0,2313.14,6,940,385.5233333333333
13995.0,1393.69,5,879,278.738
13999.0,3901.81,12,2243,325.1508333333333
14000.0,635.66,1,710,635.66
14001.0,2043.0800000000002,3,962,681.0266666666668
14002.0,529.73,2,877,264.865
14004.0,4582.64,7,2668,654.6628571428572
14005.0,2874.72,5,2478,574.944
14006.0,962.19,3,641,320.73
14009.0,695.61,2,365,347.805
14012.0,328.8,1,160,328.8
14013.0,473.02,3,462,157.67333333333332
14014.0,505.18,1,1076,505.18
14015.0,917.34,1,378,917.34
14016.0,4341.21,4,2125,1085.3025
14019.0,1421.61,3,1037,473.86999999999995
14020.0,642.8,2,441,321.4
14021.0,631.9,3,192,210.63333333333333
14022.0,440.0,1,487,440.0
14023.0,584.07,2,345,292.035
14024.0,327.7,2,150,163.85
14027.0,104.82,1,62,104.82
14029.0,467.66,2,198,233.83
14030.0,2360.09,8,1479,295.01125
14031.0,17286.86,19,5788,909.8347368421053
14032.0,2975.59,11,2032,270.5081818181818
14034.0,651.8199999999999,3,423,217.2733333333333
14035.0,1428.02,5,739,285.604
14036.0,626.65,1,268,626.65
14037.0,147.20000000000002,2,46,73.60000000000001
14038.0,1560.38,3,965,520.1266666666667
14039.0,152.2,1,92,152.2
14040.0,3614.92,12,1554,301.24333333333334
14041.0,141.41,1,94,141.41
14044.0,652.82,4,308,163.205
14045.0,1659.75,4,535,414.9375
14046.0,154.99,1,460,154.99
14047.0,1308.6100000000001,5,381,261.72200000000004
14048.0,409.93,1,288,409.93
14049.0,5681.72,4,3870,1420.43
14050.0,746.36,2,689,373.18
14051.0,15610.390000000001,23,3756,678.7126086956522
14052.0,225.36,1,89,225.36
14053.0,260.25,2,215,130.125
14054.0,92.46,1,62,92.46
14055.0,725.6400000000001,1,216,725.6400000000001
14056.0,8214.65,23,4273,357.1586956521739
14057.0,6217.96,17,4876,365.76235294117646
14059.0,183.6,1,128,183.6
14060.0,6140.42,19,5386,323.18
14062.0,10464.85,12,5593,872.0708333333333
14064.0,1353.74,5,1788,270.748
14066.0,152.55,1,45,152.55
14067.0,374.7,2,361,187.35
14068.0,265.85,1,73,265.85
14071.0,1438.82,8,995,179.8525
14073.0,151.04,1,130,151.04
14075.0,942.26,3,754,314.08666666666664
14076.0,122.47,1,81,122.47
14077.0,499.41999999999996,5,268,99.88399999999999
14078.0,1049.37,6,310,174.89499999999998
14079.0,375.1,1,301,375.1
14080.0,45.599999999999994,1,48,45.599999999999994
14081.0,934.52,2,596,467.26
14082.0,182.25,1,110,182.25
14083.0,1018.43,9,732,113.15888888888888
14085.0,4448.54,18,3184,247.14111111111112
14087.0,194.42,1,251,194.42
14088.0,50491.81,13,12665,3883.9853846153846
14089.0,161.0,1,134,161.0
14090.0,76.32000000000001,1,72,76.32000000000001
14092.0,4076.91,14,2066,291.2078571428571
14093.0,442.85,1,406,442.85
14096.0,65164.79,17,16352,3833.2229411764706
14098.0,147.35,1,104,147.35
14099.0,3104.17,11,2179,282.1972727272727
14100.0,194.9,1,64,194.9
14101.0,5976.79,6,6942,996.1316666666667
14102.0,1360.28,5,961,272.056
14104.0,216.20999999999998,2,72,108.10499999999999
14105.0,1266.23,1,800,1266.23
14107.0,2703.23,7,1793,386.17571428571426
14108.0,597.91,2,381,298.955
14109.0,144.2,1,88,144.2
14110.0,5683.15,12,2445,473.5958333333333
14111.0,692.85,4,458,173.2125
14112.0,2915.15,7,1651,416.45
14113.0,1840.42,4,745,460.105
14114.0,386.53,2,101,193.265
14116.0,1382.74,5,707,276.548
14117.0,90.0,1,72,90.0
14121.0,2780.15,4,2082,695.0375
14124.0,419.58000000000004,1,1618,419.58000000000004
14125.0,2740.43,3,1640,913.4766666666666
14126.0,706.1300000000001,3,508,235.3766666666667
14127.0,709.71,3,321,236.57000000000002
14128.0,637.5,2,564,318.75
14129.0,1123.8600000000001,5,592,224.77200000000002
14130.0,483.86,1,258,483.86
14132.0,3586.0299999999997,11,3368,326.00272727272727
14133.0,605.64,3,348,201.88
14135.0,4690.31,15,3850,312.68733333333336
14138.0,982.3800000000001,2,610,491.19000000000005
14139.0,415.82,1,510,415.82
14140.0,935.05,2,811,467.525
14141.0,915.13,4,355,228.7825
14142.0,311.81,1,313,311.81
14143.0,115.8,1,30,115.8
14145.0,3742.2,4,756,935.55
14146.0,4191.0,5,2437,838.2
14147.0,483.4,2,108,241.7
14148.0,157.2,1,16,157.2
14149.0,446.62,1,218,446.62
14150.0,658.64,2,496,329.32
14152.0,621.29,2,711,310.645
14154.0,1345.62,2,465,672.81
14155.0,118.75,1,25,118.75
14156.0,117379.63,55,57885,2134.175090909091
14157.0,432.88,2,284,216.44
14158.0,507.66,1,781,507.66
14159.0,4693.01,11,4408,426.6372727272728
14161.0,1110.52,3,455,370.17333333333335
14162.0,289.36,2,142,144.68
14163.0,2445.91,4,893,611.4775
14164.0,1631.77,2,1033,815.885
14165.0,122.53999999999999,1,54,122.53999999999999
14167.0,574.84,4,150,143.71
14171.0,363.79,1,167,363.79
14173.0,450.84,4,150,112.71
14174.0,134.46,1,94,134.46
14175.0,3222.3,3,1515,1074.1000000000001
14176.0,576.9000000000001,4,209,144.22500000000002
14177.0,559.41,4,205,139.8525
14178.0,1620.93,7,1505,231.5614285714286
14179.0,719.78,2,330,359.89
14180.0,4748.52,25,719,189.94080000000002
14184.0,452.89,1,127,452.89
14185.0,197.65,1,6,197.65
14188.0,2054.36,6,1162,342.3933333333334
14189.0,4654.08,15,3937,310.272
14191.0,4684.76,13,3662,360.36615384615385
14193.0,853.39,2,445,426.695
14194.0,11349.52,21,5840,540.4533333333334
14195.0,1012.0,2,760,506.0
14196.0,335.52,1,142,335.52
14198.0,701.4,4,290,175.35
14199.0,185.39999999999998,1,28,185.39999999999998
14201.0,747.44,7,590,106.77714285714286
14204.0,161.03,1,82,161.03
14205.0,466.7,2,204,233.35
14206.0,328.15999999999997,1,276,328.15999999999997
14208.0,151.74,1,114,151.74
14209.0,2073.43,6,691,345.57166666666666
14210.0,1905.8400000000001,6,760,317.64000000000004
14211.0,2241.1,9,1242,249.0111111111111
14212.0,1070.48,1,1152,1070.48
14214.0,1004.38,5,751,200.876
14215.0,1789.72,6,1358,298.2866666666667
14216.0,1839.3,4,594,459.825
14217.0,2004.98,17,689,117.94
14218.0,169.48000000000002,1,160,169.48000000000002
14219.0,89.94,1,78,89.94
14220.0,632.4,2,272,316.2
14221.0,3432.8,9,2191,381.4222222222222
14222.0,683.17,1,607,683.17
14223.0,991.13,3,585,330.37666666666667
14224.0,1050.12,4,514,262.53
14226.0,2232.19,5,1308,446.438
14227.0,3350.96,10,1820,335.096
14229.0,1547.2,3,610,515.7333333333333
14231.0,925.71,3,409,308.57
14232.0,2048.07,5,1941,409.61400000000003
14233.0,1462.72,4,680,365.68
14234.0,775.46,4,963,193.865
14235.0,3144.86,5,1959,628.972
14236.0,490.86,2,310,245.43
14237.0,161.0,1,38,161.0
14238.0,146.85,1,111,146.85
14239.0,2380.85,11,993,216.4409090909091
14240.0,890.34,2,418,445.17
14241.0,213.70000000000002,1,146,213.70000000000002
14242.0,280.55,2,123,140.275
14243.0,2588.77,10,1221,258.877
14245.0,1693.45,2,976,846.725
14246.0,1474.06,3,804,491.3533333333333
14247.0,136.76999999999998,1,47,136.76999999999998
14248.0,302.58,1,102,302.58
14250.0,1904.05,3,1200,634.6833333333333
14251.0,2879.7000000000003,5,1674,575.94
14256.0,969.0600000000001,2,414,484.53000000000003
14257.0,3099.7200000000003,5,1682,619.9440000000001
14258.0,12669.98,9,7100,1407.7755555555555
14259.0,120.0,1,68,120.0
14261.0,1163.45,2,406,581.725
14262.0,2618.23,8,1645,327.27875
14264.0,333.97,2,70,166.985
14265.0,530.18,2,330,265.09
14267.0,1516.24,3,530,505.41333333333336
14270.0,492.65000000000003,1,197,492.65000000000003
14271.0,112.32,1,88,112.32
14272.0,437.96,2,599,218.98
14273.0,559.97,4,264,139.9925
14276.0,1119.74,3,744,373.24666666666667
14277.0,4216.2,3,1984,1405.3999999999999
14280.0,134.04,1,52,134.04
14282.0,3729.34,15,2668,248.62266666666667
